Date,Country,Confirmed,Deaths,Recovered,New cases,New deaths,New recovered
24/1/2020,Trinidad and Tobago,0,0,0,0,0,0
24/1/2020,Tunisia,0,0,0,0,0,0
24/1/2020,Turkey,0,0,0,0,0,0
24/1/2020,US,2,0,0,1,0,0
24/1/2020,Uganda,0,0,0,0,0,0
24/1/2020,Ukraine,0,0,0,0,0,0
24/1/2020,United Arab Emirates,0,0,0,0,0,0
24/1/2020,United Kingdom,0,0,0,0,0,0
24/1/2020,Uruguay,0,0,0,0,0,0
24/1/2020,Uzbekistan,0,0,0,0,0,0
24/1/2020,Venezuela,0,0,0,0,0,0
24/1/2020,Vietnam,2,0,0,0,0,0
24/1/2020,West Bank and Gaza,0,0,0,0,0,0
