Id,Month,Country,Confirmed,Deaths,Recovered,New cases,New deaths,New recovered
489,2020-03-01,Mongolia,12,0,2,12,0,2
490,2020-03-01,Montenegro,109,2,0,109,2,0
491,2020-03-01,Morocco,617,36,24,617,36,24
492,2020-03-01,Mozambique,8,0,0,8,0,0
493,2020-03-01,Namibia,11,0,2,11,0,2
494,2020-03-01,Nepal,5,0,1,4,0,0
495,2020-03-01,Netherlands,12667,1040,3,12661,1040,3
496,2020-03-01,New Zealand,647,1,74,646,1,74
497,2020-03-01,Nicaragua,5,1,0,5,1,0
498,2020-03-01,Niger,27,3,0,27,3,0
499,2020-03-01,Nigeria,135,2,8,134,2,8
500,2020-03-01,North Macedonia,329,9,12,328,9,12
501,2020-03-01,Norway,4641,39,13,4626,39,13
502,2020-03-01,Oman,192,1,34,186,1,33
503,2020-03-01,Pakistan,2118,27,94,2114,27,110
504,2020-03-01,Panama,1181,30,9,1181,30,9
505,2020-03-01,Papua New Guinea,1,0,0,1,0,0
506,2020-03-01,Paraguay,65,3,1,65,3,1
507,2020-03-01,Peru,1065,30,394,1065,30,394
508,2020-03-01,Philippines,2084,88,49,2081,91,48
509,2020-03-01,Poland,2311,33,7,2311,33,31
510,2020-03-01,Portugal,7443,160,43,7443,160,43
511,2020-03-01,Qatar,781,2,62,780,2,62
512,2020-03-01,Romania,2245,82,220,2242,82,220
513,2020-03-01,Russia,2337,17,121,2335,17,119
